,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
13360,4368.0,Bash/Shell/PowerShell,Java,Oracle,Cassandra,Windows,Android,jQuery,Angular/Angular.js,Atom
13367,4370.0,Go,Go,DynamoDB,Elasticsearch,Docker,Docker,Django,Django,Atom
13368,4370.0,Python,Java,Firebase,MongoDB,Kubernetes,Google Cloud Platform,Flask,Flask,IntelliJ
13379,4373.0,Bash/Shell/PowerShell,Elixir,MariaDB,PostgreSQL,AWS,AWS,Angular/Angular.js,React.js,Visual Studio Code
13387,4374.0,C#,Bash/Shell/PowerShell,MariaDB,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
13395,4378.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Django,Django,Visual Studio Code
13406,4382.0,HTML/CSS,Kotlin,Microsoft SQL Server,MongoDB,Android,Docker,jQuery,Angular/Angular.js,Sublime Text
13412,4385.0,C#,C++,MariaDB,MariaDB,Docker,Android,Angular/Angular.js,ASP.NET,Eclipse
13418,4386.0,HTML/CSS,HTML/CSS,MariaDB,Firebase,Docker,Docker,Angular/Angular.js,Angular/Angular.js,PHPStorm
13428,4390.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Windows,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
13435,4394.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Linux,Docker,ASP.NET,ASP.NET,Visual Studio
13436,4394.0,C#,C#,SQLite,SQLite,Windows,Linux,jQuery,jQuery,Visual Studio Code
13440,4395.0,HTML/CSS,HTML/CSS,MariaDB,Other(s):,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13455,4397.0,Java,Java,MongoDB,MongoDB,Linux,Android,Angular/Angular.js,Angular/Angular.js,NetBeans
13456,4397.0,JavaScript,JavaScript,MySQL,MySQL,Microsoft Azure,AWS,Django,jQuery,PyCharm
13457,4397.0,PHP,Kotlin,PostgreSQL,PostgreSQL,Slack,Linux,Flask,Laravel,Visual Studio Code
13465,4404.0,C#,C#,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13466,4404.0,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,AWS,ASP.NET,ASP.NET,IntelliJ
13467,4404.0,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Docker,Docker,Express,Express,Visual Studio
13473,4405.0,Clojure,Clojure,PostgreSQL,PostgreSQL,Slack,Google Cloud Platform,jQuery,React.js,IntelliJ
13480,4408.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Android,Android,jQuery,Angular/Angular.js,Android Studio
13481,4408.0,HTML/CSS,Go,MySQL,DynamoDB,iOS,Arduino,Spring,jQuery,Eclipse
13500,4419.0,Bash/Shell/PowerShell,HTML/CSS,Firebase,MongoDB,Heroku,Android,Angular/Angular.js,Express,Visual Studio Code
13505,4422.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,Docker,Arduino,React.js,React.js,IntelliJ
13506,4422.0,Go,Go,MySQL,Elasticsearch,Google Cloud Platform,Docker,Other(s):,Other(s):,Vim
13516,4423.0,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Arduino,Angular/Angular.js,Angular/Angular.js,Notepad++
13522,4427.0,C#,C#,Elasticsearch,Elasticsearch,MacOS,MacOS,ASP.NET,Angular/Angular.js,Notepad++
13523,4427.0,HTML/CSS,Go,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,jQuery,ASP.NET,Visual Studio
13528,4432.0,Bash/Shell/PowerShell,Python,MariaDB,SQLite,Arduino,Android,jQuery,Django,Atom
13541,4435.0,Bash/Shell/PowerShell,Java,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Express,IntelliJ
13542,4435.0,C,JavaScript,MongoDB,MongoDB,Docker,Docker,ASP.NET,React.js,Notepad++
13551,4440.0,Bash/Shell/PowerShell,C,Cassandra,PostgreSQL,Docker,Docker,Express,Express,Eclipse
13552,4440.0,C,C++,MariaDB,Redis,Kubernetes,Kubernetes,React.js,React.js,IPython / Jupyter
13565,4442.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Linux,Docker,Drupal,Angular/Angular.js,NetBeans
13571,4443.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Atom
13580,4445.0,Java,Java,Oracle,Elasticsearch,Windows,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
13585,4447.0,Bash/Shell/PowerShell,C,MariaDB,PostgreSQL,Android,Android,Angular/Angular.js,ASP.NET,PHPStorm
13586,4447.0,C,C++,MySQL,Redis,Arduino,Docker,Express,Express,Sublime Text
13594,4451.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Linux,Linux,jQuery,jQuery,Atom
13595,4451.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Windows,Windows,React.js,React.js,Visual Studio Code
13600,4453.0,Java,Java,MySQL,Elasticsearch,AWS,AWS,Flask,Django,Eclipse
13605,4455.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Ruby on Rails,Vue.js,Notepad++
13615,4460.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Atom
13623,4462.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,DynamoDB,AWS,AWS,Django,Express,Sublime Text
13624,4462.0,HTML/CSS,HTML/CSS,MongoDB,Elasticsearch,Heroku,Linux,Express,React.js,TextMate
13630,4465.0,C++,C#,Microsoft SQL Server,PostgreSQL,Windows,Arduino,ASP.NET,React.js,IntelliJ
13635,4468.0,Assembly,C#,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13636,4468.0,C++,HTML/CSS,Microsoft SQL Server,MongoDB,Windows,iOS,jQuery,jQuery,Eclipse
13645,4469.0,C,C++,MariaDB,Other(s):,Docker,Arduino,jQuery,Other(s):,Emacs
13652,4473.0,Bash/Shell/PowerShell,C#,Couchbase,MongoDB,Heroku,Android,Angular/Angular.js,Express,Notepad++
13653,4473.0,C#,HTML/CSS,Elasticsearch,Oracle,Linux,Linux,ASP.NET,Flask,Visual Studio
13654,4473.0,HTML/CSS,JavaScript,MongoDB,SQLite,MacOS,Raspberry Pi,Express,jQuery,Visual Studio Code
13661,4474.0,Bash/Shell/PowerShell,Go,Elasticsearch,Cassandra,AWS,AWS,Ruby on Rails,Ruby on Rails,Vim
13667,4476.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Microsoft SQL Server,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
13672,4477.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,React.js,Sublime Text
13673,4477.0,C,C,Firebase,Firebase,AWS,AWS,Flask,Vue.js,Vim
13682,4479.0,HTML/CSS,Go,Firebase,MongoDB,Docker,Android,Flask,Angular/Angular.js,PyCharm
13683,4479.0,JavaScript,Python,MariaDB,MySQL,Google Cloud Platform,Docker,jQuery,Flask,Sublime Text
13687,4480.0,Clojure,Clojure,PostgreSQL,Cassandra,Docker,Docker,Angular/Angular.js,React.js,IntelliJ
13701,4490.0,Bash/Shell/PowerShell,C#,MariaDB,MongoDB,Other(s):,Docker,ASP.NET,ASP.NET,Notepad++
13714,4495.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,DynamoDB,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
13715,4495.0,C++,C#,Microsoft SQL Server,Elasticsearch,Arduino,Arduino,Flask,ASP.NET,Eclipse
13716,4495.0,C#,Java,MySQL,Microsoft SQL Server,Docker,AWS,jQuery,Django,IntelliJ
13725,4498.0,Bash/Shell/PowerShell,JavaScript,Firebase,PostgreSQL,Arduino,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
13734,4501.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Elasticsearch,Android,Arduino,Django,Django,Android Studio
13735,4501.0,C++,C++,MariaDB,Firebase,Arduino,Docker,Express,Express,IPython / Jupyter
13736,4501.0,C#,JavaScript,MongoDB,MongoDB,AWS,Google Cloud Platform,Flask,React.js,Notepad++
13742,4503.0,Assembly,C++,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
13743,4503.0,C++,Dart,MariaDB,MariaDB,Docker,Docker,Express,Express,Visual Studio Code
13752,4504.0,Elixir,Elixir,Firebase,PostgreSQL,Docker,Docker,Other(s):,Other(s):,Visual Studio Code
13764,4510.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Cassandra,AWS,Android,Flask,Flask,Emacs
13772,4514.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Android,Android,Express,Express,Android Studio
13773,4514.0,Java,JavaScript,MongoDB,MongoDB,AWS,AWS,Flask,Flask,Sublime Text
13774,4514.0,JavaScript,Kotlin,MySQL,MySQL,Heroku,Docker,jQuery,React.js,Xcode
13779,4515.0,HTML/CSS,HTML/CSS,MariaDB,DynamoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
13780,4515.0,Java,Java,MongoDB,Elasticsearch,Kubernetes,Google Cloud Platform,Express,Express,Vim
13781,4515.0,JavaScript,JavaScript,Oracle,Firebase,Linux,Heroku,Laravel,React.js,Visual Studio Code
13786,4518.0,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,Android,Android,Angular/Angular.js,React.js,Sublime Text
13790,4519.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Other(s):,Other(s):,Other(s):,Other(s):,jQuery,Angular/Angular.js,IntelliJ
13797,4520.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Android,Android,Express,Express,PHPStorm
13798,4520.0,JavaScript,JavaScript,MySQL,MongoDB,Linux,Docker,jQuery,Laravel,Visual Studio Code
13803,4525.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Windows,jQuery,Drupal,Notepad++
13808,4527.0,Bash/Shell/PowerShell,C,Elasticsearch,PostgreSQL,AWS,Arduino,ASP.NET,ASP.NET,Notepad++
13827,4532.0,C#,HTML/CSS,Microsoft SQL Server,DynamoDB,AWS,AWS,Angular/Angular.js,Django,IPython / Jupyter
13828,4532.0,HTML/CSS,JavaScript,Redis,Elasticsearch,Docker,Docker,ASP.NET,Flask,PyCharm
13836,4533.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Couchbase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13837,4533.0,HTML/CSS,HTML/CSS,MongoDB,Elasticsearch,iOS,Arduino,jQuery,Express,IntelliJ
13838,4533.0,JavaScript,JavaScript,MySQL,MariaDB,WordPress,Google Cloud Platform,Ruby on Rails,jQuery,Xcode
13850,4537.0,Bash/Shell/PowerShell,C++,Cassandra,Cassandra,Android,Android,Ruby on Rails,Spring,Android Studio
13857,4539.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Windows,Docker,jQuery,Angular/Angular.js,NetBeans
13862,4543.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Flask,Flask,Android Studio
13873,4545.0,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,ASP.NET,Sublime Text
13874,4545.0,C#,F#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,ASP.NET,React.js,Visual Studio
13885,4554.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Docker,Docker,ASP.NET,ASP.NET,Sublime Text
13886,4554.0,C#,C#,SQLite,Microsoft SQL Server,Kubernetes,Kubernetes,React.js,React.js,Visual Studio
13894,4556.0,Assembly,Assembly,Firebase,MariaDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13895,4556.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MongoDB,Arduino,Arduino,jQuery,jQuery,Atom
13909,4560.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio
13914,4566.0,HTML/CSS,PHP,MySQL,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,PHPStorm
13920,4567.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Flask,Flask,PyCharm
13927,4568.0,HTML/CSS,Bash/Shell/PowerShell,MySQL,Firebase,Android,Android,Laravel,jQuery,Android Studio
13935,4572.0,Bash/Shell/PowerShell,HTML/CSS,Oracle,Oracle,Android,Linux,Angular/Angular.js,jQuery,IntelliJ
13936,4572.0,HTML/CSS,Java,PostgreSQL,PostgreSQL,iOS,Slack,jQuery,Spring,NetBeans
13942,4574.0,HTML/CSS,Go,MariaDB,MariaDB,Linux,Android,jQuery,Angular/Angular.js,Notepad++
13953,4579.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
13958,4580.0,Bash/Shell/PowerShell,C++,PostgreSQL,PostgreSQL,AWS,Arduino,React.js,React.js,Vim
13965,4581.0,Bash/Shell/PowerShell,Go,DynamoDB,Cassandra,AWS,Android,Express,Vue.js,IntelliJ
13978,4585.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Raspberry Pi,ASP.NET,Angular/Angular.js,Visual Studio
13986,4586.0,HTML/CSS,JavaScript,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Other(s):,Other(s):,RStudio
13990,4588.0,Bash/Shell/PowerShell,Go,MySQL,MySQL,Android,AWS,Angular/Angular.js,Spring,IntelliJ
13999,4593.0,C++,C,Other(s):,MongoDB,Linux,Android,Other(s):,Other(s):,IntelliJ
14005,4596.0,C,C,Firebase,Elasticsearch,Android,Android,jQuery,Angular/Angular.js,Android Studio
14018,4599.0,Assembly,Java,MongoDB,Elasticsearch,Android,Arduino,Angular/Angular.js,Django,Eclipse
14019,4599.0,C,JavaScript,Microsoft SQL Server,Firebase,Arduino,AWS,ASP.NET,Express,NetBeans
14020,4599.0,C#,Python,MySQL,MongoDB,AWS,Docker,Express,Spring,Notepad++
14027,4601.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,jQuery,React.js,Atom
14028,4601.0,HTML/CSS,HTML/CSS,MySQL,Other(s):,Docker,Docker,React.js,Spring,IntelliJ
14041,4608.0,C#,C#,Firebase,Firebase,Android,Google Cloud Platform,ASP.NET,ASP.NET,Visual Studio Code
14063,4623.0,Ruby,JavaScript,MongoDB,PostgreSQL,AWS,AWS,Ruby on Rails,React.js,Sublime Text
14067,4626.0,C#,C#,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14068,4626.0,HTML/CSS,Go,MongoDB,MongoDB,Docker,Docker,Express,Express,IntelliJ
14074,4628.0,HTML/CSS,Dart,MongoDB,MongoDB,Docker,Docker,Django,Django,IPython / Jupyter
14075,4628.0,JavaScript,Go,MySQL,MySQL,Linux,Linux,Drupal,Drupal,Sublime Text
14076,4628.0,PHP,HTML/CSS,SQLite,SQLite,MacOS,MacOS,jQuery,jQuery,Visual Studio Code
14081,4629.0,C,C,SQLite,SQLite,Linux,iOS,Django,Django,Notepad++
14089,4630.0,Go,Go,Elasticsearch,PostgreSQL,Android,AWS,React.js,React.js,Emacs
14096,4632.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
14110,4636.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Linux,Spring,Spring,IPython / Jupyter
14121,4639.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Android,Android,jQuery,jQuery,IPython / Jupyter
14126,4647.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Firebase,Linux,Android,Flask,ASP.NET,PyCharm
14127,4647.0,C#,C#,Microsoft SQL Server,MongoDB,Raspberry Pi,AWS,jQuery,Django,RStudio
14138,4649.0,Bash/Shell/PowerShell,Erlang,Elasticsearch,Couchbase,AWS,Android,Angular/Angular.js,React.js,Sublime Text
14139,4649.0,C#,Ruby,MariaDB,DynamoDB,Linux,Docker,ASP.NET,Ruby on Rails,Visual Studio Code
14148,4650.0,Java,JavaScript,MySQL,MariaDB,Android,Docker,Drupal,Angular/Angular.js,PHPStorm
14149,4650.0,JavaScript,PHP,PostgreSQL,MySQL,Slack,Linux,jQuery,Laravel,PyCharm
14154,4651.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
14155,4651.0,C,C,Microsoft SQL Server,MariaDB,Docker,Arduino,ASP.NET,ASP.NET,Notepad++
14156,4651.0,C++,C++,MySQL,MongoDB,iOS,AWS,jQuery,jQuery,Visual Studio
14157,4651.0,C#,C#,Oracle,Microsoft SQL Server,Linux,Docker,React.js,React.js,Visual Studio Code
14166,4654.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MariaDB,Android,Android,jQuery,Django,Android Studio
14187,4658.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,Docker,Docker,Django,Flask,IntelliJ
14196,4667.0,JavaScript,Go,Elasticsearch,PostgreSQL,Android,Docker,Flask,Flask,Vim
14217,4672.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio
14218,4672.0,C#,C#,PostgreSQL,PostgreSQL,Docker,Docker,React.js,React.js,Visual Studio Code
14219,4672.0,Dart,Dart,SQLite,SQLite,iOS,iOS,Ruby on Rails,Ruby on Rails,Xcode
14235,4675.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Atom
14236,4675.0,HTML/CSS,Go,Microsoft SQL Server,Firebase,Docker,AWS,Express,Express,Eclipse
14237,4675.0,Java,HTML/CSS,MySQL,MongoDB,Linux,Docker,jQuery,React.js,IntelliJ
14242,4676.0,Bash/Shell/PowerShell,C,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
14252,4677.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Android,Angular/Angular.js,ASP.NET,Sublime Text
14253,4677.0,HTML/CSS,C#,PostgreSQL,PostgreSQL,Docker,Docker,Django,Flask,Vim
14259,4679.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,IntelliJ
14270,4682.0,C,Assembly,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Atom
14278,4684.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Express,Express,Vim
14283,4688.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,MongoDB,AWS,AWS,Spring,Spring,IntelliJ
14295,4694.0,C++,C#,SQLite,PostgreSQL,Docker,Docker,Angular/Angular.js,ASP.NET,Visual Studio
14296,4694.0,C#,HTML/CSS,Other(s):,SQLite,Linux,Linux,ASP.NET,Vue.js,Visual Studio Code
14303,4695.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Docker,AWS,Django,Other(s):,IntelliJ
14317,4699.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,SQLite,Android,Android,ASP.NET,ASP.NET,Android Studio
14325,4702.0,C,C,MongoDB,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14333,4704.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,MongoDB,Windows,Windows,ASP.NET,Angular/Angular.js,Sublime Text
14339,4707.0,C#,C,Microsoft SQL Server,DynamoDB,Windows,Arduino,ASP.NET,Angular/Angular.js,Visual Studio
14345,4709.0,HTML/CSS,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Linux,Android,jQuery,Angular/Angular.js,Notepad++
14356,4710.0,C#,Objective-C,Firebase,Firebase,Android,Arduino,jQuery,jQuery,Android Studio
14362,4711.0,C#,C#,Elasticsearch,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,ASP.NET,Atom
14363,4711.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,PostgreSQL,Linux,Linux,ASP.NET,Vue.js,Notepad++
14374,4716.0,C,C,Elasticsearch,Elasticsearch,Arduino,Arduino,Express,Angular/Angular.js,Atom
14375,4716.0,HTML/CSS,C++,Firebase,Firebase,IBM Cloud or Watson,AWS,jQuery,Express,NetBeans
14382,4717.0,C,HTML/CSS,MariaDB,MariaDB,Android,Linux,jQuery,Angular/Angular.js,Notepad++
14391,4718.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MariaDB,Android,Arduino,Angular/Angular.js,React.js,TextMate
14405,4719.0,Bash/Shell/PowerShell,Java,Oracle,PostgreSQL,Docker,AWS,Angular/Angular.js,React.js,IntelliJ
14406,4719.0,HTML/CSS,JavaScript,PostgreSQL,Redis,Kubernetes,Docker,jQuery,Spring,Notepad++
14419,4729.0,HTML/CSS,HTML/CSS,Couchbase,Couchbase,AWS,Linux,Angular/Angular.js,jQuery,Atom
14420,4729.0,Java,JavaScript,MySQL,MariaDB,Linux,MacOS,jQuery,Other(s):,Emacs
14425,4732.0,C#,C#,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
14432,4734.0,Go,Go,PostgreSQL,Cassandra,Android,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
14440,4736.0,Python,Go,MySQL,PostgreSQL,Docker,AWS,Flask,Django,Vim
14451,4739.0,Objective-C,Python,MySQL,PostgreSQL,iOS,Linux,Django,Django,Sublime Text
14455,4740.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,React.js,React.js,Sublime Text
14467,4743.0,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,Android,Express,Express,Atom
14468,4743.0,JavaScript,JavaScript,Elasticsearch,Elasticsearch,iOS,AWS,jQuery,jQuery,Xcode
14478,4750.0,Java,Java,DynamoDB,DynamoDB,iOS,iOS,Flask,Flask,IntelliJ
14479,4750.0,JavaScript,JavaScript,Elasticsearch,Elasticsearch,Linux,Linux,jQuery,React.js,PyCharm
14482,4751.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Firebase,AWS,Android,Express,Express,Visual Studio Code
14490,4754.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Oracle,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
14499,4755.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,AWS,AWS,jQuery,Angular/Angular.js,Eclipse
14500,4755.0,Java,Java,MySQL,MySQL,Docker,Linux,Spring,jQuery,IntelliJ
14504,4765.0,C,C#,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,ASP.NET,Notepad++
14505,4765.0,C#,Go,Firebase,MariaDB,Linux,Linux,ASP.NET,Flask,PHPStorm
14506,4765.0,HTML/CSS,Python,MariaDB,Microsoft SQL Server,Microsoft Azure,Raspberry Pi,Django,Vue.js,Visual Studio
14515,4768.0,HTML/CSS,HTML/CSS,Cassandra,Cassandra,IBM Cloud or Watson,IBM Cloud or Watson,Vue.js,Angular/Angular.js,Visual Studio Code
14524,4774.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Linux,Linux,Other(s):,Other(s):,Emacs
14529,4776.0,Elixir,C++,Cassandra,PostgreSQL,Android,Linux,React.js,Other(s):,Sublime Text
14539,4777.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,AWS,Docker,Angular/Angular.js,Django,Visual Studio Code
14548,4779.0,HTML/CSS,C#,MySQL,MySQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
14553,4780.0,C,C++,Cassandra,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
14554,4780.0,C++,HTML/CSS,PostgreSQL,PostgreSQL,iOS,Arduino,Drupal,React.js,Eclipse
14555,4780.0,HTML/CSS,Java,SQLite,SQLite,Linux,Docker,jQuery,Spring,IntelliJ
14562,4785.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
14563,4785.0,C#,C#,MongoDB,DynamoDB,Arduino,Arduino,ASP.NET,ASP.NET,Notepad++
14564,4785.0,HTML/CSS,JavaScript,Microsoft SQL Server,Firebase,AWS,AWS,jQuery,React.js,Vim
14571,4787.0,C#,C++,Firebase,MongoDB,Linux,Android,Express,Angular/Angular.js,IntelliJ
14578,4789.0,HTML/CSS,Java,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14585,4793.0,Go,Go,Elasticsearch,Elasticsearch,AWS,AWS,ASP.NET,ASP.NET,IPython / Jupyter
14586,4793.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Docker,Docker,Flask,Flask,PyCharm
14587,4793.0,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Linux,Linux,React.js,React.js,Sublime Text
14597,4795.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Arduino,Flask,Flask,Vim
14602,4798.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,Docker,Kubernetes,ASP.NET,Angular/Angular.js,Eclipse
14603,4798.0,C#,C#,Microsoft SQL Server,MySQL,Microsoft Azure,Slack,jQuery,React.js,IntelliJ
14615,4802.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14616,4802.0,C#,C,Microsoft SQL Server,Elasticsearch,Arduino,AWS,ASP.NET,ASP.NET,IPython / Jupyter
14617,4802.0,HTML/CSS,C#,MySQL,Firebase,AWS,Docker,Django,Django,Notepad++
14618,4802.0,JavaScript,HTML/CSS,PostgreSQL,MongoDB,Docker,iOS,jQuery,jQuery,RStudio
14619,4802.0,Python,JavaScript,Redis,Microsoft SQL Server,Google Cloud Platform,Kubernetes,React.js,React.js,Sublime Text
14625,4807.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Elasticsearch,Linux,Linux,Other(s):,Django,RStudio
14633,4810.0,Go,Go,DynamoDB,DynamoDB,AWS,AWS,Express,Express,Sublime Text
14639,4812.0,C#,C#,Couchbase,Couchbase,AWS,AWS,Angular/Angular.js,ASP.NET,Atom
14653,4814.0,HTML/CSS,Java,MariaDB,MariaDB,Docker,Docker,jQuery,Django,Android Studio
